,build,package_name,package_version,crate_name,build_crate_hash,edition,block,unsafe_scope,unsafe_scope_span,unsafe_scope_expansion_kind,unsafe_scope_expansion_kind_descr,file_name,line,col,check_mode,call,unsafety,abi,target_crate,call_target_def_path,call_target_summary_key,is_target_trait_item
912933,80406,timely_sort,0.1.6,timely_sort,c2ee4b86b76bf606,2015,362627442,130953182,117158675,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/timely_sort-0.1.6/src/batched_vec.rs,143,8,UnsafeBlockUserProvided,112517893,Normal,Rust,core,core[e667]::ops[0]::deref[0]::DerefMut[0]::deref_mut[0],core.ops.deref.DerefMut.deref_mut,True
540565,35536,simple-locale,0.2.0,simple_locale,1155122ba4acdc5e,2018,164122506,58631379,52374228,Root,{{root}},src/ffi/utils.rs,59,17,UnsafeBlockUserProvided,50536426,Normal,Rust,core,core[e667]::cmp[0]::PartialOrd[0]::le[0],core.cmp.PartialOrd.le,True
19728,682,pf_sandbox_lib,0.3.1,pf_sandbox_lib,41ba6033959655a5,2018,3414882,1251754,1146622,MacroDerive,#[derive(Node)],src/stage.rs,158,49,UnsafeBlockUserProvided,1029018,Normal,Rust,core,core[e667]::clone[0]::Clone[0]::clone[0],core.clone.Clone.clone,True
895373,77179,saml10d15a,0.2.0,saml10d15a,6958bdd901701e75,2018,349383695,126049671,112816266,Root,{{root}},src/ac/compctrl.rs,751,8,UnsafeBlockUserProvided,108278463,Normal,Rust,saml10d15a,saml10d15a[f5b4]::generic[0]::ToBits[0]::_bits[0],saml10d15a.generic.ToBits._bits,True
558234,37589,lossyq,0.1.19,lossyq,d80de04823365308,2015,173339260,62100921,55455479,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/lossyq-0.1.19/src/spsc/mod.rs,54,4,UnsafeBlockUserProvided,53408543,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
655858,48703,dyn-clone,1.0.1,dyn_clone,57b33b3bcf3fc125,2018,225345909,81103047,72217552,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/dyn-clone-1.0.1/src/lib.rs,83,4,UnsafeBlockUserProvided,69374159,Unsafe,Rust,dyn_clone,dyn_clone[9e0b]::DynClone[0]::clone_box[0],dyn_clone.DynClone.clone_box,True
131352,5816,smithay-client-toolkit,0.6.4,smithay_client_toolkit,2982786fbbac618d,2015,28659924,10054055,8959629,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/smithay-client-toolkit-0.6.4/src/keyboard/mod.rs,349,8,UnsafeBlockUserProvided,8629478,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
675123,51482,criterion,0.3.0,criterion,85133e6e941bfb6e,2018,236704708,85042858,75870572,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/criterion-0.3.0/src/stats/univariate/percentiles.rs,57,8,UnsafeBlockUserProvided,72886758,Normal,Rust,core,core[e667]::ops[0]::arith[0]::Sub[0]::sub[0],core.ops.arith.Sub.sub,True
882545,75074,rust-sqlite,0.3.0,sqlite3,3138980674d84230,2015,338154258,122145354,109513219,Root,{{root}},src/core.rs,331,21,UnsafeBlockUserProvided,105068935,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
297881,14217,remoteprocess,0.3.2,remoteprocess,4dd951e7e337692a,2015,65182695,23234796,20840871,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/remoteprocess-0.3.2/src/linux/symbolication.rs,62,31,UnsafeBlockUserProvided,20141931,Normal,Rust,core,core[e667]::ops[0]::try[0]::Try[0]::from_error[0],core.ops.try.Try.from_error,True
838171,70343,block-array-cow,0.1.4,block_array_cow,8a40a510033317a1,2015,318107828,114940102,103063480,Root,{{root}},src/lib.rs,436,8,UnsafeBlockUserProvided,98787631,Normal,Rust,core,core[e667]::ops[0]::deref[0]::DerefMut[0]::deref_mut[0],core.ops.deref.DerefMut.deref_mut,True
368505,18242,cedarwood,0.4.4,cedarwood,a4b56da04d4b60d6,2018,82385314,29321340,26311556,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/cedarwood-0.4.4/src/lib.rs,820,8,UnsafeBlockUserProvided,25437157,Normal,Rust,core,core[e667]::ops[0]::index[0]::Index[0]::index[0],core.ops.index.Index.index,True
437236,25682,udp_sas,0.1.3,udp_sas,8aafc6a99836e6bd,2015,115293796,41207467,37074181,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/udp_sas-0.1.3/src/lib.rs,136,4,UnsafeBlockUserProvided,35690343,Normal,Rust,core,core[e667]::ops[0]::try[0]::Try[0]::from_error[0],core.ops.try.Try.from_error,True
353384,16387,filecoin-proofs,0.6.4,filecoin_proofs,aa0bf617786fc09d,2018,73922659,26384660,23596946,MacroBang,array!,<::array_macro::array macros>,9,47,UnsafeBlockUserProvided,22792111,Normal,Rust,core,core[e667]::iter[0]::traits[0]::iterator[0]::Iterator[0]::next[0],core.iter.traits.iterator.Iterator.next,True
562491,38134,rppal,0.11.3,rppal,43bed655bc072087,2018,175532227,62982537,56262659,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/rppal-0.11.3/src/uart/termios.rs,94,13,UnsafeBlockUserProvided,54216165,Normal,Rust,core,core[e667]::ops[0]::try[0]::Try[0]::into_result[0],core.ops.try.Try.into_result,True
,build,package_name,package_version,crate_name,build_crate_hash,edition,block,unsafe_scope,unsafe_scope_span,unsafe_scope_expansion_kind,unsafe_scope_expansion_kind_descr,file_name,line,col,check_mode,call,unsafety,abi,target_crate,call_target_def_path,call_target_summary_key,is_target_trait_item
429366,25038,atomic_ring_buffer,1.0.0,atomic_ring_buffer,1438264ccb3b4932,2015,112606867,40147980,36147021,Root,{{root}},src/lib.rs,210,23,UnsafeBlockUserProvided,34908740,Normal,Rust,core,core[e667]::convert[0]::AsRef[0]::as_ref[0],core.convert.AsRef.as_ref,True
447654,27520,pty,0.2.2,pty,db51506cd29c3927,2015,123797642,44071351,39590112,Root,{{root}},src/descriptor/mod.rs,25,8,UnsafeBlockUserProvided,38250951,Normal,Rust,std,std[5a7f]::sys[0]::unix[0]::ext[0]::io[0]::AsRawFd[0]::as_raw_fd[0],std.sys.unix.ext.io.AsRawFd.as_raw_fd,True
262666,11750,shadowsocks-rust,1.8.7,shadowsocks,20925066921860f3,2018,54541169,19383174,17374717,Root,{{root}},src/relay/tcprelay/crypto_io.rs,254,21,UnsafeBlockUserProvided,16759917,Normal,Rust,core,core[e667]::ops[0]::deref[0]::DerefMut[0]::deref_mut[0],core.ops.deref.DerefMut.deref_mut,True
692310,53225,tower-web,0.3.7,tower_web,4d65a28e825663a0,2015,245297012,88035947,78585860,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/tower-web-0.3.7/src/util/buf_stream/deflate.rs,106,22,UnsafeBlockUserProvided,75573682,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
788801,63360,reffers,0.6.0,reffers,bf6e403c6b20e959,2018,287955928,103963933,93115157,Root,{{root}},src/aref.rs,392,8,UnsafeBlockUserProvided,89346231,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
162343,8063,wasi-common,0.9.0,wasi_common,3558d8679646d0aa,2018,38375696,13601174,12137856,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/wasi-common-0.9.0/src/old/snapshot_0/memory.rs,417,27,UnsafeBlockUserProvided,11752522,Normal,Rust,num_traits,num_traits[979d]::int[0]::PrimInt[0]::from_le[0],num_traits.int.PrimInt.from_le,True
824824,68297,fn-memo,1.2.0,fn_memo,5c6399099dfc75fe,2018,309333896,111756323,100123548,Root,{{root}},src/sync/chashmap.rs,38,16,UnsafeBlockUserProvided,95952045,Normal,Rust,core,core[e667]::clone[0]::Clone[0]::clone[0],core.clone.Clone.clone,True
1020137,97413,libyaml,0.1.0,libyaml,7b935f131a204f1,2018,441033101,159109389,142610451,Root,{{root}},src/event.rs,213,8,UnsafeBlockUserProvided,137126525,Normal,Rust,core,core[e667]::ops[0]::try[0]::Try[0]::into_result[0],core.ops.try.Try.into_result,True
276372,12939,primeval,1.0.0,primeval,14c540cbe61ebabd,2015,59800335,21285238,19095234,Root,{{root}},src/primeval.rs,117,16,UnsafeBlockUserProvided,18427718,Normal,Rust,core,core[e667]::ops[0]::deref[0]::DerefMut[0]::deref_mut[0],core.ops.deref.DerefMut.deref_mut,True
17363,516,cairo,0.0.4,cairo,5cee83a76c985b5d,2015,2567409,1018093,939901,Root,{{root}},src/lib.rs,190,4,UnsafeBlockUserProvided,821757,Normal,Rust,num_traits,num_traits[6eae]::identities[0]::Zero[0]::zero[0],num_traits.identities.Zero.zero,True
738120,58644,qt_qml,0.4.1,qt_qml,c88323d5866e399c,2018,267159695,96160124,86082011,Root,{{root}},src/lib.rs,15363,12,UnsafeBlockUserProvided,82681736,Normal,Rust,core,core[e667]::ops[0]::deref[0]::DerefMut[0]::deref_mut[0],core.ops.deref.DerefMut.deref_mut,True
887267,76257,gdbm,0.1.1,gdbm,c6ca7a1cf2c6f36c,2015,343016627,124031799,111186339,Root,{{root}},src/lib.rs,209,8,UnsafeBlockUserProvided,106530968,Normal,Rust,core,core[e667]::convert[0]::Into[0]::into[0],core.convert.Into.into,True
162783,8076,wasmtime-wasi,0.9.0,wasmtime_wasi,2555dc7f6d232916,2018,38394712,13609521,12145932,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/wasmtime-wasi-0.9.0/src/old/snapshot_0/syscalls.rs,87,4,UnsafeBlockUserProvided,11761753,Normal,Rust,core,core[e667]::cmp[0]::PartialOrd[0]::le[0],core.cmp.PartialOrd.le,True
426796,24652,hypernums,0.1.0,hypernums,74780c36db3d4dce,2015,110904456,39591813,35631474,MacroBang,impl_unsigned_conversions!,src/convert.rs,181,16,UnsafeBlockUserProvided,34386344,Normal,Rust,core,core[e667]::ops[0]::arith[0]::Mul[0]::mul[0],core.ops.arith.Mul.mul,True
575082,39188,doublepivot-quicksort,0.2.0,quicksort,22642e95cf275cad,2015,180632492,64896992,57980328,Root,{{root}},src/lib.rs,11,1,UnsafeBlockUserProvided,55817364,Normal,Rust,core,core[e667]::cmp[0]::PartialEq[0]::eq[0],core.cmp.PartialEq.eq,True
472325,28662,jobserver,0.1.19,jobserver,13c02022862f95,2015,129889222,46701242,41880954,Root,{{root}},src/lib.rs,712,16,UnsafeBlockUserProvided,40239768,Normal,Rust,std,std[5a7f]::sys[0]::unix[0]::ext[0]::thread[0]::JoinHandleExt[0]::as_pthread_t[0],std.sys.unix.ext.thread.JoinHandleExt.as_pthread_t,True
492580,30615,tmkms-prost,0.0.1,tmkms_prost,ae8dad51913bac0a,2015,139219147,49953099,44743243,Root,{{root}},src/encoding.rs,607,8,UnsafeBlockUserProvided,43043524,Normal,Rust,core,core[e667]::convert[0]::From[0]::from[0],core.convert.From.from,True
651057,47729,embly,0.0.5,embly,be587c07167a373f,2018,220676775,79455633,70747686,Root,{{root}},src/task.rs,34,20,UnsafeBlockUserProvided,67943182,Normal,Rust,core,core[e667]::clone[0]::Clone[0]::clone[0],core.clone.Clone.clone,True
939436,83097,daemonize-rs,0.1.0,daemonize_rs,5bc77d1e71d50377,2018,376646623,135823007,121576087,Root,{{root}},src/lib.rs,123,1,UnsafeBlockUserProvided,116733305,Normal,Rust,core,core[e667]::convert[0]::From[0]::from[0],core.convert.From.from,True
896441,77661,quicksort,1.1.0,quicksort,3740774388126816,2015,351124870,126713640,113419994,Root,{{root}},lib.rs,22,4,UnsafeBlockUserProvided,108878504,Normal,rust-call,core,core[e667]::ops[0]::function[0]::Fn[0]::call[0],core.ops.function.Fn.call,True
959649,86423,schroedinger_box,0.0.2,schroedinger_box,80d48fe967586f51,2015,391700307,141100988,126376358,Root,{{root}},src/lib.rs,112,8,UnsafeBlockUserProvided,121480201,Normal,Rust,core,core[e667]::ops[0]::index[0]::Index[0]::index[0],core.ops.index.Index.index,True
734329,58269,rendy-graph,0.5.1,rendy_graph,43d9619138a600b3,2018,265863883,95645638,85616956,Root,{{root}},src/node/render/pass.rs,719,21,UnsafeBlockUserProvided,82261845,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
575023,39170,hyper-multipart-rfc7578-mem-uploads,0.1.0-alpha3,hyper_multipart_rfc7578_mem_uploads,79bf09b2fda0443e,2015,180591873,64882330,57967816,Root,{{root}},src/client_.rs,137,12,UnsafeBlockUserProvided,55805808,Unsafe,Rust,bytes,bytes[9583]::buf[0]::buf_mut[0]::BufMut[0]::bytes_mut[0],bytes.buf.buf_mut.BufMut.bytes_mut,True
675162,51498,impromptu,0.0.1,impromptu,ebff32b2e6b9fae9,2018,236744854,85062528,75891302,Root,{{root}},src/user.rs,14,4,UnsafeBlockUserProvided,72900837,Normal,Rust,core,core[e667]::convert[0]::From[0]::from[0],core.convert.From.from,True
996470,92080,non-empty-vec,0.1.0,non_empty_vec,78bac4aa3c85c555,2018,417396930,150669032,135068790,Root,{{root}},src/lib.rs,57,8,UnsafeBlockUserProvided,129781638,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
356894,17494,tempfile-fast,0.3.3,tempfile_fast,6d6692dd9aac2cb5,2018,79123342,28077798,25148261,Root,{{root}},src/linux.rs,38,10,UnsafeBlockUserProvided,24321755,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
402244,23159,abomonation,0.7.3,abomonation,bd092d823a537800,2015,104074633,37115269,33412841,Root,{{root}},src/abomonated.rs,124,25,UnsafeBlockUserProvided,32271627,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
907893,79747,mcl_rust,0.0.1,mcl_rust,b71c85eec745aa34,2018,358781171,129612300,116102488,MacroBang,str_impl!,src/lib.rs,257,16,UnsafeBlockUserProvided,111311231,Normal,Rust,core,core[e667]::ops[0]::index[0]::Index[0]::index[0],core.ops.index.Index.index,True
458981,28209,rg3d-sound,0.11.0,rg3d_sound,4ada1e6549be3019,2018,127157738,45497487,40859386,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/rg3d-sound-0.11.0/src/device/alsa.rs,47,8,UnsafeBlockUserProvided,39421533,Normal,Rust,core,core[e667]::ops[0]::try[0]::Try[0]::from_error[0],core.ops.try.Try.from_error,True
181191,8935,gdk-pixbuf,0.8.0,gdk_pixbuf,b03d4b3efe37e037,2015,41602370,14846862,13277981,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/gdk-pixbuf-0.8.0/src/auto/pixbuf_format.rs,80,8,UnsafeBlockUserProvided,12775432,Normal,Rust,glib,glib[c917]::translate[0]::ToGlibPtr[0]::to_glib_none[0],glib.translate.ToGlibPtr.to_glib_none,True
816265,66787,assimp,0.3.1,assimp,a7cc2d34cd787be6,2015,302390534,109225508,97858504,Root,{{root}},src/scene/animation.rs,61,12,UnsafeBlockUserProvided,93784985,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
527318,33963,com-rs,0.2.1,com_rs,f1c2983da3e06518,2015,156451619,55812408,49955676,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/com-rs-0.2.1/src/comptr.rs,145,12,UnsafeBlockUserProvided,48197337,Normal,Rust,com_rs,com_rs[ba6a]::comptr[0]::ComInterface[0]::iid[0],com_rs.comptr.ComInterface.iid,True
871928,73356,nimiq-network,0.2.0,nimiq_network,13a350ea394735ee,2018,331478445,119704790,107231933,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/nimiq-network-0.2.0/src/network.rs,95,8,UnsafeBlockUserProvided,102923845,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
937558,82802,gbm,0.5.0,gbm,d8eb50a876b33735,2015,374753068,135242918,121070232,Root,{{root}},src/device.rs,139,18,UnsafeBlockUserProvided,116165917,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
524084,33334,pagecache,0.19.4,pagecache,94e1cd776278e86a,2018,153162745,54668199,48912874,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/pagecache-0.19.4/src/logger.rs,609,8,UnsafeBlockUserProvided,47234634,Normal,Rust,core,core[e667]::ops[0]::index[0]::Index[0]::index[0],core.ops.index.Index.index,True
255114,11025,quinn,0.5.2,quinn,e62d2cefd5883c99,2018,51420047,18311773,16379652,Root,{{root}},src/platform/unix.rs,152,20,UnsafeBlockUserProvided,15779636,Normal,Rust,std,std[5a7f]::sys[0]::unix[0]::ext[0]::io[0]::AsRawFd[0]::as_raw_fd[0],std.sys.unix.ext.io.AsRawFd.as_raw_fd,True
897693,77770,insert_many,0.1.1,insert_many,dfee687a988939ae,2015,351490554,126830549,113545026,MacroBang,impl_veclike!,src/lib.rs,37,8,UnsafeBlockUserProvided,108982635,Normal,Rust,core,core[e667]::iter[0]::traits[0]::collect[0]::IntoIterator[0]::into_iter[0],core.iter.traits.collect.IntoIterator.into_iter,True
521686,32576,ssmarshal,1.0.0,ssmarshal,744a9fad31e82e38,2015,149763216,53450223,47809561,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/ssmarshal-1.0.0/src/lib.rs,642,26,UnsafeBlockUserProvided,46116033,Normal,Rust,core,core[e667]::ops[0]::try[0]::Try[0]::from_error[0],core.ops.try.Try.from_error,True
601980,43013,javelin,0.3.7,javelin,75ab0a7cf26f9def,2018,198757348,71202433,63520994,MacroBang,crate_authors!,<::clap::macros::crate_authors macros>,12,47,UnsafeBlockUserProvided,61341560,Normal,Rust,core,core[e667]::ops[0]::index[0]::Index[0]::index[0],core.ops.index.Index.index,True
573677,38720,pool,0.1.4,pool,799ede76c248aa4a,2015,178605694,64176935,57310601,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/pool-0.1.4/src/lib.rs,112,8,UnsafeBlockUserProvided,55152204,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
868611,72996,magnetic,2.0.0,magnetic,7606687e114d8d47,2015,329787174,119112309,106680687,Root,{{root}},src/spsc.rs,169,16,UnsafeBlockUserProvided,102365514,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
601980,43013,javelin,0.3.7,javelin,75ab0a7cf26f9def,2018,198757348,71202433,63520994,MacroBang,crate_authors!,<::clap::macros::crate_authors macros>,12,47,UnsafeBlockUserProvided,61341560,Normal,Rust,core,core[e667]::ops[0]::index[0]::Index[0]::index[0],core.ops.index.Index.index,True
624919,45461,rain_server,0.4.0,rain,14184acfb876f420,2015,210004623,75277264,67079291,Root,{{root}},src/governor/data/transport.rs,35,36,UnsafeBlockUserProvided,64703004,Normal,Rust,core,core[e667]::convert[0]::From[0]::from[0],core.convert.From.from,True
233871,9586,libxdo,0.6.0,libxdo,7b67aa18265af6ec,2015,44815284,15928287,14291700,MacroBang,xdo!,src/lib.rs,106,8,UnsafeBlockUserProvided,13789291,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
396176,22058,thread-local-object,0.1.0,thread_local_object,3060a079ffe95581,2015,99518676,35558329,31900789,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/thread-local-object-0.1.0/src/lib.rs,198,37,UnsafeBlockUserProvided,30854246,Normal,Rust,core,core[e667]::clone[0]::Clone[0]::clone[0],core.clone.Clone.clone,True
689643,52914,bitty,1.0.0,bitty,a0133de57b5dbd92,2015,243506862,87393424,78012404,MacroBang,impl_as_bits!,src/macros.rs,15,16,UnsafeBlockUserProvided,74996989,Unsafe,Rust,bitty,bitty[4433]::traits[0]::AsBits[0]::as_bits_until_unchecked[0],bitty.traits.AsBits.as_bits_until_unchecked,True
148251,6891,xz2,0.1.6,xz2,ae225775c016d22a,2015,32985332,11689803,10492185,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/xz2-0.1.6/src/stream.rs,302,8,UnsafeBlockUserProvided,10067652,Normal,Rust,core,core[e667]::ops[0]::try[0]::Try[0]::from_error[0],core.ops.try.Try.from_error,True
742967,59464,capstone3,0.1.0,capstone3,1eb44b7af7dff2e8,2015,271538042,97603098,87368566,Root,{{root}},src/instruction.rs,64,17,UnsafeBlockUserProvided,83997628,Normal,Rust,core,core[e667]::convert[0]::From[0]::from[0],core.convert.From.from,True
557633,37311,uuid-b64,0.1.1,uuid_b64,12434ac25f512f57,2015,171989514,61505604,54949302,Root,{{root}},src/lib.rs,174,8,UnsafeBlockUserProvided,52950273,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
630730,46316,video-metadata,0.1.2,video_metadata,c545e43671150537,2015,213818214,76795575,68374310,Root,{{root}},src/video_metadata.rs,142,4,UnsafeBlockUserProvided,65878966,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
807414,65471,std,0.0.0,std,66af2161c9642143,2018,296185562,107058255,95914251,Root,{{root}},/home/vakaras/.rustup/toolchains/nightly-2020-02-03-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/src/libstd/sys/unix/ext/net.rs,1129,12,UnsafeBlockUserProvided,91963344,Normal,Rust,core,core[e667]::convert[0]::From[0]::from[0],core.convert.From.from,True
683377,52466,brotli-decompressor,2.3.0,brotli_decompressor,81ed689aec23d8c8,2015,241540739,86731502,77422929,Root,{{root}},src/ffi/alloc_util.rs,80,16,UnsafeBlockUserProvided,74395970,Normal,Rust,core,core[e667]::default[0]::Default[0]::default[0],core.default.Default.default,True
742941,59460,md2pdf,0.0.1,md2pdf,77d27bddaad30920,2018,271537419,97602782,87368202,MacroBang,crate_authors!,<::clap::macros::crate_authors macros>,12,47,UnsafeBlockUserProvided,83997389,Normal,Rust,core,core[e667]::ops[0]::index[0]::Index[0]::index[0],core.ops.index.Index.index,True
544041,35733,enet,0.2.3,enet,f946b005900c0bb2,2018,165514852,59064965,52758008,Root,{{root}},src/address.rs,29,12,UnsafeBlockUserProvided,50909025,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
837847,70312,bigqueue,0.0.2,bigqueue,9ea0b7a72bd3412,2018,318017944,114911332,103042430,Root,{{root}},src/bigqueue.rs,239,16,UnsafeBlockUserProvided,98762983,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
437986,25746,ledger,0.2.5,ledger,5878538ff658c44e,2015,115548711,41315862,37172657,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/ledger-0.2.5/src/lib.rs,396,8,UnsafeBlockUserProvided,35795734,Normal,Rust,core,core[e667]::ops[0]::try[0]::Try[0]::from_error[0],core.ops.try.Try.from_error,True
896687,77683,saml10e15a,0.2.0,saml10e15a,999a39ef83230cf6,2018,351159258,126731581,113438331,Root,{{root}},src/nvmctrl/nsulck.rs,126,8,UnsafeBlockUserProvided,108889324,Normal,Rust,saml10e15a,saml10e15a[5d1e]::generic[0]::ToBits[0]::_bits[0],saml10e15a.generic.ToBits._bits,True
32204,1373,syswall,0.3.1,syswall,e136f2d30671615f,2018,6927439,2480086,2223657,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/syswall-0.3.1/src/child_process.rs,463,4,UnsafeBlockUserProvided,2115723,Normal,Rust,core,core[e667]::clone[0]::Clone[0]::clone[0],core.clone.Clone.clone,True
740335,58943,omgwtf8,0.1.0,omgwtf8,bb038a36222d8da,2015,268573157,96624574,86535589,Root,{{root}},src/slice.rs,84,8,UnsafeBlockUserProvided,83141660,Normal,Rust,core,core[e667]::ops[0]::index[0]::Index[0]::index[0],core.ops.index.Index.index,True
591564,41790,filearco,0.1.0,filearco,7a715d0256cfe4c9,2015,192511349,69018878,61573494,Root,{{root}},src/v1.rs,174,26,UnsafeBlockUserProvided,59411302,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
404447,23548,http,0.2.0,http,43c195df6e676ceb,2018,105815716,37688919,33964409,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/http-0.2.0/src/header/map.rs,2631,28,UnsafeBlockUserProvided,32787855,Normal,Rust,core,core[e667]::ops[0]::index[0]::IndexMut[0]::index_mut[0],core.ops.index.IndexMut.index_mut,True
118911,4614,httpbis,0.7.0,httpbis,1cc1f24226e3b17a,2015,23073071,8186020,7281114,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/httpbis-0.7.0/src/ascii.rs,22,8,UnsafeBlockUserProvided,6921108,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
234042,9626,devp2p-secp256k1,0.5.6,secp256k1,ee10f2f63ddc0ca2,2015,44974515,15991049,14363737,Root,{{root}},src/key.rs,210,8,UnsafeBlockUserProvided,13854967,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
893879,76679,papyrus,0.13.1,papyrus,74c1740ceff44aa4,2018,345468552,124838721,111847572,Root,{{root}},src/compile/execute.rs,27,71,UnsafeBlockUserProvided,107197231,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
536750,34952,emoji-quickpick,1.0.0,emoji_quickpick,209959a438c0805f,2018,162133518,57802296,51618822,Root,{{root}},src/main.rs,209,18,UnsafeBlockUserProvided,49847264,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
1013980,96031,bintrie,0.2.0,bintrie,d3e1675b1a478e0,2018,434586534,156873094,140532124,Root,{{root}},src/lib.rs,76,8,UnsafeBlockUserProvided,135200724,Normal,rust-call,core,core[e667]::ops[0]::function[0]::FnMut[0]::call_mut[0],core.ops.function.FnMut.call_mut,True
996836,92162,mysql_common,0.20.0,mysql_common,4b43fbee340c5578,2018,417665190,150776220,135164024,Root,{{root}},src/proto/codec/mod.rs,75,12,UnsafeBlockUserProvided,129873027,Normal,Rust,bytes,bytes[9310]::buf[0]::buf_mut[0]::BufMut[0]::put_uint_le[0],bytes.buf.buf_mut.BufMut.put_uint_le,True
709358,54653,rlifesrc-lib,0.3.1,rlifesrc_lib,1b4ae564ad8e5c27,2018,252001834,90384938,80757452,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/rlifesrc-lib-0.3.1/src/world.rs,178,24,UnsafeBlockUserProvided,77721555,Normal,Rust,core,core[e667]::ops[0]::arith[0]::Add[0]::add[0],core.ops.arith.Add.add,True
